year,streamflow
1948 ,53.027633333333334
1949 ,214.07370833333337
1950 ,428.66816666666665
1951 ,372.3899083333333
1952 ,269.61624166666667
1953 ,115.06422500000001
1954 ,358.95966666666664
1955 ,176.906475
1956 ,183.95785
1957 ,169.9704416666667
1958 ,192.2112083333333
1959 ,323.65688333333327
1960 ,260.8636833333333
1961 ,266.3429333333333
1962 ,180.3302166666667
1963 ,141.76228333333336
1964 ,119.7530416666667
1965 ,277.368
1966 ,263.3624916666666
1967 ,280.57076666666666
1968 ,286.0217166666667
1969 ,271.25949999999995
1970 ,266.28875000000005
1971 ,153.03866666666667
1972 ,419.04665833333337
1973 ,253.98187500000003
1974 ,249.91463333333334
1975 ,279.3013416666667
1976 ,274.526425
1977 ,269.2349333333334
1978 ,240.02875000000003
1979 ,251.32453333333328
1980 ,246.45798333333337
1981 ,385.29679166666665
1982 ,404.8967333333333
1983 ,253.37728333333334
1984 ,259.70120833333334
1985 ,388.20810833333326
1986 ,327.2528666666667
1987 ,162.61268333333334
1988 ,206.06337500000004
1989 ,189.69163333333336
1990 ,431.4114666666667
1991 ,327.50976666666656
1992 ,283.44692499999996
1993 ,455.1452500000001
1994 ,263.525675
1995 ,266.6357166666667
1996 ,383.46300833333333
1997 ,344.0516833333333
1998 ,296.38745
1999 ,236.89914999999996
2000 ,169.5382166666667
2001 ,345.9839583333333
2002 ,276.6119333333333
2003 ,188.633
2004 ,261.3997333333333
2005 ,226.2647666666667
2006 ,246.55718333333334
2007 ,314.44163333333336
