year,streamflow
1949 ,139.98243333333335
1950 ,722.0914583333334
1951 ,381.25985
1952 ,403.061475
1953 ,204.22779166666666
1954 ,80.3248
1955 ,203.41149166666662
1956 ,293.76950833333336
1957 ,738.8249166666666
1958 ,292.62191666666666
1959 ,371.6685833333333
1960 ,255.29545833333336
1961 ,328.7926333333333
1962 ,371.96430833333335
1963 ,236.37666666666664
1964 ,254.48717499999998
1965 ,207.9989333333333
1966 ,154.83528333333336
1967 ,302.4073916666667
1968 ,361.7331916666667
1969 ,433.03848333333343
1970 ,262.4435
1971 ,334.725375
1972 ,401.6426833333333
1973 ,498.95844166666666
1974 ,519.909275
1975 ,400.6542499999999
1976 ,220.13882499999997
1977 ,242.49734166666667
1978 ,404.13095
1979 ,582.0808333333333
1980 ,284.72856666666667
1981 ,307.7799166666667
1982 ,536.604825
1983 ,315.10821666666664
1984 ,350.76215
1985 ,566.2358166666667
1986 ,371.08822499999997
1987 ,204.67259166666668
1988 ,210.9934916666666
1989 ,392.97155
1990 ,584.313225
1991 ,286.94921666666664
1992 ,375.06070833333337
1993 ,612.5146916666666
1994 ,223.2109333333333
1995 ,158.96501666666663
1996 ,456.7045500000001
1997 ,326.17895
1998 ,342.93111666666664
1999 ,316.80410000000006
2000 ,228.01729166666667
2001 ,409.48434166666675
2002 ,504.9704818181818
