year,streamflow
1943 ,461.40073333333333
1944 ,787.8776416666668
1945 ,837.0872166666668
1946 ,608.932275
1947 ,705.1777749999998
1948 ,685.4105666666668
1949 ,825.96315
1950 ,1587.0122666666666
1951 ,1121.68315
1952 ,975.4512916666667
1953 ,473.43961666666684
1954 ,705.7288083333333
1955 ,684.0446583333332
1956 ,644.4415833333334
1957 ,647.1398083333333
1958 ,830.7572
1959 ,1006.6052083333334
1960 ,834.5523416666668
1961 ,792.9577583333333
1962 ,649.4627666666668
1963 ,461.5342
1964 ,360.5473
1965 ,748.1754416666666
1966 ,708.3350333333333
1967 ,899.4608416666666
1968 ,998.1510583333335
1969 ,894.5292333333333
1970 ,751.01065
1971 ,582.4863083333333
1972 ,1135.7332333333334
1973 ,1056.5997333333337
1974 ,1010.3285833333331
1975 ,997.0227166666668
1976 ,785.0123083333333
1977 ,721.9496083333333
1978 ,786.8375416666668
1979 ,755.491625
1980 ,918.5490166666665
1981 ,1257.1094333333333
1982 ,1264.8182083333331
1983 ,813.7193500000002
1984 ,971.9108083333334
1985 ,1203.8315916666668
1986 ,1003.0231916666668
1987 ,693.9539666666666
1988 ,606.9915249999999
1989 ,567.3768833333332
1990 ,1583.7004583333335
1991 ,1066.5462249999998
1992 ,809.7637083333333
1993 ,1362.231925
1994 ,887.4754500000003
1995 ,869.9575999999998
1996 ,1026.3229333333336
1997 ,1361.8377833333332
1998 ,1359.4269666666667
1999 ,879.2131250000001
2000 ,592.7062750000001
2001 ,1080.0376416666668
2002 ,880.5688083333335
2003 ,631.670425
2004 ,882.2743583333335
2005 ,797.0796416666667
2006 ,785.9568750000002
2007 ,1031.579677777778
