year,streamflow
1955 ,5.547057142857143
1956 ,13.274391666666668
1957 ,17.559216666666668
1958 ,13.967925
1959 ,13.097225
1960 ,11.457391666666666
1961 ,16.326875000000005
1962 ,15.683325000000002
1963 ,9.46625
1964 ,9.702716666666666
1965 ,8.291708333333334
1966 ,8.92918333333333
1967 ,9.59675
1968 ,15.434091666666667
1969 ,10.596550000000002
1970 ,9.31525833333333
1971 ,9.223425
1972 ,14.209199999999997
1973 ,21.673475
1974 ,15.889224999999998
1975 ,17.0231
1976 ,6.570925000000002
1977 ,9.237391666666667
1978 ,16.411275
1979 ,20.686866666666663
1980 ,11.420983333333337
1981 ,12.725691666666664
1982 ,17.23568333333333
1983 ,15.179624999999996
1984 ,14.978066666666669
1985 ,17.138650000000002
1986 ,11.497916666666663
1987 ,4.8740499999999995
1988 ,8.348608333333333
1989 ,18.19836666666666
1990 ,23.351275
1991 ,13.324600000000002
1992 ,8.793208333333334
1993 ,18.231883333333332
1994 ,11.902416666666667
1995 ,22.616150000000005
1996 ,26.661566666666662
1997 ,15.5905
1998 ,17.819508333333335
1999 ,10.488475
2000 ,17.37905
2001 ,20.531275
2002 ,22.431191666666663
2003 ,15.797641666666665
2004 ,15.197633333333336
2005 ,12.271274999999997
2006 ,24.99693333333333
2007 ,13.631244444444444
