year,streamflow
1951 ,197.51242222222223
1952 ,169.0809583333333
1953 ,103.1938
1954 ,160.65735
1955 ,160.91766666666663
1956 ,129.61259166666665
1957 ,129.13833333333332
1958 ,117.83038333333333
1959 ,157.0402333333333
1960 ,154.50671666666668
1961 ,124.55811666666666
1962 ,122.77550833333333
1963 ,109.92928333333333
1964 ,98.34999166666667
1965 ,157.85203333333337
1966 ,172.7253916666667
1967 ,175.31453333333332
1968 ,168.51189999999997
1969 ,154.49260833333332
1970 ,155.55726666666666
1971 ,122.32219166666664
1972 ,173.578275
1973 ,166.74555
1974 ,153.31571666666665
1975 ,151.821675
1976 ,158.41618333333335
1977 ,139.58995000000002
1978 ,147.10709999999997
1979 ,164.1378
1980 ,148.71956666666668
1981 ,196.13255833333335
1982 ,204.66526666666672
1983 ,166.4222
1984 ,156.55770833333332
1985 ,205.84879999999998
1986 ,168.181325
1987 ,126.05306666666667
1988 ,154.7676
1989 ,150.4901
1990 ,241.18965833333334
1991 ,215.07873333333336
1992 ,165.3601166666667
1993 ,242.83682499999998
1994 ,171.14864166666666
1995 ,179.12463333333332
1996 ,213.569475
1997 ,173.46793333333335
1998 ,159.09773333333334
1999 ,132.19734999999997
2000 ,124.75827500000003
2001 ,156.74659166666666
2002 ,137.5580166666667
2003 ,110.39641111111112
