year,streamflow
1948 ,7.263566666666667
1949 ,22.64464166666667
1950 ,46.56648333333333
1951 ,34.93276666666666
1952 ,26.103425
1953 ,16.539675
1954 ,16.231308333333335
1955 ,21.33325
1956 ,14.110316666666668
1957 ,29.999325
1958 ,25.20735833333333
1959 ,28.0364
1960 ,22.809058333333336
1961 ,21.195741666666667
1962 ,26.4975
1963 ,11.238108333333335
1964 ,6.238416666666665
1965 ,26.75233333333333
1966 ,24.671300000000002
1967 ,32.453300000000006
1968 ,30.064341666666667
1969 ,26.464641666666665
1970 ,24.615408333333335
1971 ,21.042691666666666
1972 ,44.57750000000001
1973 ,36.14180833333334
1974 ,36.167225
1975 ,26.48956666666666
1976 ,29.792749999999995
1977 ,28.154325
1978 ,25.347283333333333
1979 ,30.61209166666666
1980 ,28.138375000000007
1981 ,41.34275833333333
1982 ,39.306075
1983 ,29.691124999999996
1984 ,28.28085
1985 ,32.682775
1986 ,33.4467
1987 ,24.974524999999996
1988 ,18.59631666666667
1989 ,28.509758333333334
1990 ,51.40920833333333
1991 ,34.08765833333334
1992 ,28.823975
1993 ,67.82085
1994 ,28.58254166666666
1995 ,25.166325000000004
1996 ,25.53620833333333
1997 ,41.1163
1998 ,39.56575833333334
1999 ,23.259758333333327
2000 ,13.531325000000002
2001 ,29.119741666666666
2002 ,29.340533333333337
2003 ,32.155544444444445
