year,streamflow
1957 ,5208.514700000001
1958 ,5012.429533333334
1959 ,4105.713141666667
1960 ,3213.7294166666666
1961 ,4706.612341666667
1962 ,3440.3021833333332
1963 ,2657.8397750000004
1964 ,3418.093325
1965 ,3096.6999
1966 ,3228.541458333333
1967 ,3677.9393416666667
1968 ,4806.6898
1969 ,4362.52125
1970 ,3089.246925
1971 ,2992.807375
1972 ,4134.2026
1973 ,4992.25925
1974 ,5412.509016666667
1975 ,4996.347833333334
1976 ,2633.251608333333
1977 ,3470.757475
1978 ,4993.935033333334
1979 ,7271.969275
1980 ,3764.3955416666668
1981 ,2907.1722583333335
1982 ,4944.4028916666675
1983 ,4813.744391666667
1984 ,4695.890766666666
1985 ,6307.804941666666
1986 ,3671.0682
1987 ,2001.6687166666663
1988 ,2791.0552666666667
1989 ,6050.620975000002
1990 ,6289.638291666667
1991 ,4547.646483333333
1992 ,3034.1793999999995
1993 ,6324.352916666667
1994 ,3868.4495499999994
1995 ,4237.705274999999
1996 ,7679.509050000001
1997 ,5309.355341666666
1998 ,5505.304958333334
1999 ,3302.3544333333334
2000 ,4319.779750000001
2001 ,5125.09445
2002 ,6170.672575
2003 ,5847.568241666667
2004 ,4833.167408333333
2005 ,5778.540716666666
2006 ,7652.880766666666
2007 ,5635.957522222222
