year,streamflow
1948 ,89.45628888888888
1949 ,166.31206666666665
1950 ,224.25328333333331
1951 ,135.78341666666668
1952 ,108.72504166666666
1953 ,60.91218333333334
1954 ,9.945791666666667
1955 ,94.62194166666667
1956 ,90.15384166666668
1957 ,119.44623333333334
1958 ,104.53751666666669
1959 ,89.2445
1960 ,57.33334166666666
1961 ,106.84825833333332
1962 ,75.80682499999999
1963 ,64.56040833333333
1964 ,74.04535833333333
1965 ,82.066125
1966 ,69.41848333333333
1967 ,84.21936666666666
1968 ,127.89529166666667
1969 ,87.29813333333334
1970 ,71.52765000000001
1971 ,65.83109999999998
1972 ,84.647275
1973 ,110.68936666666667
1974 ,141.88944166666667
1975 ,98.91435
1976 ,48.10980833333331
1977 ,92.27117499999999
1978 ,122.8773916666667
1979 ,161.68947500000002
1980 ,73.99434999999998
1981 ,61.08337500000001
1982 ,103.05717499999997
1983 ,89.82848333333332
1984 ,120.58209166666667
1985 ,140.5754916666667
1986 ,73.75005
1987 ,59.6123
1988 ,53.32511666666667
1989 ,148.8497
1990 ,143.78236666666666
1991 ,73.48963333333332
1992 ,67.434625
1993 ,140.79730833333332
1994 ,86.46006666666669
1995 ,109.04462500000001
1996 ,186.43358333333333
1997 ,92.73249166666669
1998 ,114.883675
1999 ,63.28260833333334
2000 ,104.94237499999998
2001 ,122.559375
2002 ,122.88310833333333
2003 ,119.70815
2004 ,98.17860833333332
2005 ,117.39859999999999
2006 ,171.17425
2007 ,125.0289
