year,streamflow
1930 ,22.250533333333333
1931 ,134.00666666666666
1932 ,357.989125
1933 ,403.5281749999999
1934 ,75.19640833333332
1935 ,158.01362500000002
1936 ,348.77355833333337
1937 ,572.009275
1938 ,469.1512
1939 ,344.51935833333323
1940 ,197.52408333333335
1941 ,72.5931
1942 ,311.88865000000004
1943 ,271.7065333333333
1944 ,204.37016666666668
1945 ,424.3487333333333
1946 ,239.29387499999999
1947 ,437.2538
1948 ,359.77245
1949 ,486.13612499999994
1950 ,738.8590916666666
1951 ,476.59000833333334
1952 ,315.31380833333327
1953 ,189.54170833333333
1954 ,81.88808333333333
1955 ,314.0745
1956 ,252.47377500000002
1957 ,382.0042250000001
1958 ,425.1206916666667
1959 ,327.66563333333335
1960 ,202.20863333333338
1961 ,406.72325833333326
1962 ,235.18160833333334
1963 ,209.00955833333333
1964 ,251.9004666666667
1965 ,265.2842416666667
1966 ,228.24019166666668
1967 ,296.4162333333333
1968 ,406.24515
1969 ,407.26458333333335
1970 ,233.21650000000002
1971 ,256.5960083333334
1972 ,350.282075
1973 ,391.5147916666667
1974 ,429.2459166666667
1975 ,385.10367500000007
1976 ,192.12575833333335
1977 ,251.21470833333333
1978 ,358.6228249999999
1979 ,561.4906
1980 ,334.6891416666666
1981 ,258.06505
1982 ,400.8401999999999
1983 ,308.35516666666666
1984 ,344.0992416666667
1985 ,432.7015749999999
1986 ,327.95210833333334
1987 ,187.92445833333332
1988 ,195.11419166666667
1989 ,448.8488333333334
1990 ,535.9754833333334
1991 ,263.88005
1992 ,254.44833333333335
1993 ,526.8771416666667
1994 ,249.07770000000002
1995 ,262.77802500000007
1996 ,607.2784916666667
1997 ,352.53864999999996
1998 ,393.44799999999987
1999 ,206.15268333333336
2000 ,228.73610833333336
2001 ,363.6001916666667
2002 ,419.289475
2003 ,441.26385000000005
2004 ,336.712375
2005 ,453.1517083333333
2006 ,564.00355
2007 ,462.60355555555554
