year,streamflow
1931 ,365.9026222222222
1932 ,729.5701249999998
1933 ,906.7460333333337
1934 ,161.397475
1935 ,551.9350666666666
1936 ,367.1407
1937 ,939.0647416666669
1938 ,569.8517333333333
1939 ,702.2284166666665
1940 ,375.11365
1941 ,176.1611
1942 ,580.034775
1943 ,484.89104166666675
1944 ,393.28851666666657
1945 ,997.0734000000001
1946 ,634.252075
1947 ,608.0462083333334
1948 ,745.92835
1949 ,979.9045583333332
1950 ,1293.5217416666667
1951 ,965.8785916666667
1952 ,558.0977166666667
1953 ,429.7373416666667
1954 ,196.25576666666666
1955 ,665.7590166666668
1956 ,581.8743916666667
1957 ,925.297825
1958 ,601.9509583333333
1959 ,586.1446833333333
1960 ,511.35678333333334
1961 ,760.2262083333335
1962 ,542.8583249999999
1963 ,353.02860833333335
1964 ,549.7784166666667
1965 ,467.7007333333334
1966 ,627.3794250000001
1967 ,531.9099166666666
1968 ,615.9538666666666
1969 ,577.7369
1970 ,729.1065749999999
1971 ,563.477375
1972 ,741.1039416666666
1973 ,833.99445
1974 ,721.045925
1975 ,861.3816166666666
1976 ,516.3062333333334
1977 ,739.8986666666668
1978 ,795.1532416666665
1979 ,1206.1513166666666
1980 ,492.1061083333334
1981 ,335.7185416666666
1982 ,904.1575083333333
1983 ,887.6976666666666
1984 ,708.6971833333333
1985 ,804.3320999999997
1986 ,483.49
1987 ,299.3780166666666
1988 ,509.9966416666667
1989 ,933.6291000000001
1990 ,1118.8508333333332
1991 ,627.7563083333334
1992 ,276.43599166666667
1993 ,698.5936583333332
1994 ,585.1112083333335
1995 ,722.600575
1996 ,1295.034891666667
1997 ,933.8481083333332
1998 ,583.1441083333333
1999 ,541.7080500000001
2000 ,632.0481916666666
2001 ,665.263325
2002 ,859.8204333333332
2003 ,711.3489666666668
2004 ,942.4692749999998
2005 ,649.9589
2006 ,1180.0566083333333
2007 ,644.5111222222222
