year,streamflow
1945 ,35.83583333333333
1946 ,46.570699999999995
1947 ,88.76471666666667
1948 ,73.34170833333334
1949 ,66.5576
1950 ,168.05358333333334
1951 ,115.5941666666667
1952 ,95.23846666666668
1953 ,31.585908333333332
1954 ,71.8541
1955 ,67.54690833333332
1956 ,91.01009166666667
1957 ,70.45056666666666
1958 ,59.837725
1959 ,97.97382499999999
1960 ,82.00045833333336
1961 ,64.21004166666668
1962 ,49.826541666666685
1963 ,25.29806666666667
1964 ,19.473391666666664
1965 ,67.67714999999998
1966 ,69.84854166666669
1967 ,73.17231666666667
1968 ,81.85146666666667
1969 ,88.58926666666667
1970 ,59.94704166666667
1971 ,46.82092500000001
1972 ,60.30276666666666
1973 ,101.99585833333332
1974 ,83.61110833333332
1975 ,110.07360000000001
1976 ,92.57570833333335
1977 ,73.88425
1978 ,93.58758333333334
1979 ,65.08789166666666
1980 ,87.35230833333333
1981 ,127.02319166666666
1982 ,137.3084
1983 ,87.304525
1984 ,103.03373333333333
1985 ,133.66735833333334
1986 ,100.38188333333333
1987 ,55.81946666666666
1988 ,70.21523333333333
1989 ,90.34853333333332
1990 ,129.34147499999997
1991 ,91.49471666666666
1992 ,83.10548333333332
1993 ,122.60767499999999
1994 ,61.79524166666667
1995 ,77.49560833333332
1996 ,134.20236666666668
1997 ,114.98142499999999
1998 ,108.39509166666669
1999 ,83.48778333333333
2000 ,61.44078333333334
2001 ,116.17270833333335
2002 ,95.01466666666666
2003 ,78.98419166666666
2004 ,81.9284
2005 ,85.54074166666665
2006 ,112.92196666666668
