year,streamflow
1945 ,49.182066666666664
1946 ,60.53957499999999
1947 ,79.73765
1948 ,67.38248333333333
1949 ,67.02815000000001
1950 ,105.12868333333334
1951 ,95.48146666666668
1952 ,61.077366666666656
1953 ,47.75808333333333
1954 ,97.56151666666665
1955 ,65.66695833333334
1956 ,54.360133333333344
1957 ,63.47212500000001
1958 ,46.889225
1959 ,86.81060000000001
1960 ,73.42960833333333
1961 ,72.9963
1962 ,59.71840833333332
1963 ,43.20490833333333
1964 ,40.18841666666666
1965 ,82.385275
1966 ,72.12535
1967 ,82.22185
1968 ,73.59497499999999
1969 ,68.88845833333333
1970 ,79.11729166666666
1971 ,59.853424999999994
1972 ,94.64580000000001
1973 ,92.90232499999998
1974 ,70.62226666666668
1975 ,82.68823333333333
1976 ,77.68793333333335
1977 ,63.079625000000014
1978 ,73.37505
1979 ,77.37911666666666
1980 ,67.17331666666668
1981 ,111.55929166666665
1982 ,106.06811666666668
1983 ,86.52754166666666
1984 ,78.73511666666666
1985 ,84.44218333333333
1986 ,73.74995833333331
1987 ,69.44268333333333
1988 ,74.05027499999998
1989 ,68.18722499999998
1990 ,139.46515
1991 ,102.99181666666668
1992 ,75.92269166666667
1993 ,125.2804
1994 ,81.59659166666667
1995 ,75.57798333333334
1996 ,101.10109999999999
1997 ,83.11934166666667
1998 ,83.05818333333333
1999 ,61.60490833333333
2000 ,59.73024999999999
2001 ,75.14311666666667
2002 ,65.51757499999998
2003 ,52.8251
2004 ,68.54389166666668
2005 ,64.10889166666665
2006 ,95.28634166666667
2007 ,108.88324444444447
