year,streamflow
1923 ,1212.753288888889
1924 ,1697.707583333333
1925 ,964.3018166666669
1926 ,1600.7011666666665
1927 ,2183.5864166666665
1928 ,1571.2532250000002
1929 ,2244.2822916666664
1930 ,1505.2545666666665
1931 ,1105.292
1932 ,1321.8144999999997
1933 ,1683.0669083333335
1934 ,870.0460416666665
1935 ,1511.5101333333332
1936 ,1101.4719416666667
1937 ,1369.9702416666667
1938 ,1593.1118833333333
1939 ,1472.6682499999997
1940 ,1014.6283583333337
1941 ,1028.4646
1942 ,1659.4951833333332
1943 ,2207.871475
1944 ,1481.9451916666667
1945 ,1406.823591666667
1946 ,1348.9623083333333
1947 ,1589.7289333333335
1948 ,1504.4820250000002
1949 ,1409.8744333333332
1950 ,2517.6350583333333
1951 ,2166.9517416666663
1952 ,1792.1689916666671
1953 ,1025.0620083333333
1954 ,1781.5443583333333
1955 ,1559.238016666667
1956 ,1240.0461666666667
1957 ,1451.09885
1958 ,1388.5610666666669
1959 ,1938.9115416666666
1960 ,1702.3762166666666
1961 ,1615.6590916666667
1962 ,1372.755375
1963 ,908.4167333333334
1964 ,823.4336666666667
1965 ,1701.5918333333332
1966 ,1781.1958583333335
1967 ,1933.498741666667
1968 ,1876.8381916666667
1969 ,1811.3105333333335
1970 ,1820.7061916666664
1971 ,1218.6846666666663
1972 ,2370.388816666667
1973 ,2132.6609750000002
1974 ,1887.800091666667
1975 ,2090.7041416666666
1976 ,1893.5609083333331
1977 ,1625.4287416666668
1978 ,1538.8854416666663
1979 ,1823.5232916666666
1980 ,1662.9610333333337
1981 ,2447.6168666666667
1982 ,2431.0301249999998
1983 ,1967.8531833333336
1984 ,1799.3247333333331
1985 ,2265.9570583333334
1986 ,1862.4306
1987 ,1342.8432999999998
1988 ,1454.9501166666669
1989 ,1574.4111916666668
1990 ,2777.8348499999997
1991 ,2347.6715999999997
1992 ,1682.5483666666667
1993 ,2997.363983333334
1994 ,1855.1716916666671
1995 ,1778.419016666667
1996 ,2123.305083333333
1997 ,2461.5383500000003
1998 ,2108.6062333333334
1999 ,1444.5559416666667
2000 ,1220.3312916666664
2001 ,1822.673025
2002 ,1679.0112333333336
2003 ,1351.0493166666668
2004 ,1634.6029666666666
2005 ,1621.0181583333333
2006 ,1649.4194499999996
2007 ,2279.4930555555557
