year,streamflow
1943 ,329.99642222222224
1944 ,347.31710833333335
1945 ,521.0586916666666
1946 ,406.5136916666667
1947 ,530.8041833333333
1948 ,490.5844666666667
1949 ,566.0442000000002
1950 ,959.5086666666667
1951 ,610.8328666666667
1952 ,536.5800083333335
1953 ,316.05160833333326
1954 ,168.03165833333335
1955 ,489.14955000000003
1956 ,474.62953333333326
1957 ,704.6046249999999
1958 ,593.360925
1959 ,497.1125166666666
1960 ,332.3750333333333
1961 ,570.6460583333331
1962 ,376.604525
1963 ,343.3780416666666
1964 ,384.7192416666666
1965 ,371.0886249999999
1966 ,392.3977
1967 ,401.80924166666665
1968 ,616.9046833333333
1969 ,641.20655
1970 ,331.0378583333333
1971 ,383.73134999999996
1972 ,521.8271249999999
1973 ,671.9319666666667
1974 ,610.318525
1975 ,599.30365
1976 ,333.8979666666667
1977 ,339.7815083333333
1978 ,601.0253083333336
1979 ,860.5568416666665
1980 ,413.914025
1981 ,402.88933333333335
1982 ,555.4014916666666
1983 ,388.61968333333334
1984 ,520.2777833333333
1985 ,730.1722500000001
1986 ,550.177725
1987 ,252.19829166666668
1988 ,318.6548333333333
1989 ,682.6218833333334
1990 ,757.0861333333334
1991 ,522.1910666666668
1992 ,491.14259166666665
1993 ,853.3554166666667
1994 ,403.45385000000005
1995 ,426.56187500000004
1996 ,892.503275
1997 ,514.1978416666667
1998 ,585.7733333333333
1999 ,379.16815833333334
2000 ,399.0411166666667
2001 ,476.45052500000014
2002 ,597.3534833333334
2003 ,642.147425
2004 ,503.60892499999994
2005 ,727.8663166666666
2006 ,836.7087333333333
2007 ,622.7874333333334
