Time,Precipitation
1948.497267759563,0.0
1948.508196721311,0.03
1948.521857923497,0.17
1948.535519125683,0.05
1948.551912568306,0.68
1948.554644808743,0.1
1948.562841530055,0.39
1948.581967213115,0.0
1948.590163934426,0.49
1948.601092896175,0.07000000000000001
1948.614754098361,0.04
1948.625683060109,0.5
1948.666666666667,0.0
1948.677595628415,0.06
1948.680327868852,0.19
1948.685792349727,0.75
1948.691256830601,0.03
1948.713114754098,0.03
1948.718579234973,0.53
1948.72131147541,0.03
1948.724043715847,0.01
1948.743169398907,0.54
1948.748633879781,0.0
1948.765027322404,0.42
1948.767759562842,0.04
1948.775956284153,0.06
1948.789617486339,0.06
1948.827868852459,0.04
1948.833333333333,0.0
1948.83606557377,0.08
1948.838797814208,0.5700000000000001
1948.844262295082,0.9500000000000001
1948.85519125683,0.45
1948.863387978142,0.1
1948.866120218579,0.05
1948.874316939891,0.28
1948.882513661202,0.21
1948.885245901639,0.03
1948.901639344262,0.04
1948.915300546448,0.0
1948.926229508197,0.17
1948.937158469945,0.03
1948.94262295082,0.01
1948.945355191257,0.09
1948.950819672131,0.55
1948.953551912568,0.53
1948.956284153006,0.12
1948.96174863388,0.0
1948.964480874317,0.14
1948.967213114754,0.03
1948.989071038251,0.55
1948.991803278689,0.37
1949.0,0.0
1949.005479452055,0.0
1949.008219178082,0.0
1949.021917808219,0.07000000000000001
1949.024657534247,0.14
1949.027397260274,0.05
1949.038356164383,0.08
1949.041095890411,0.2
1949.046575342466,1.28
1949.060273972603,0.28
1949.065753424657,0.12
1949.068493150685,0.25
1949.071232876712,0.75
1949.082191780822,0.03
1949.084931506849,0.0
1949.090410958904,0.0
1949.093150684932,0.31
1949.098630136986,0.07000000000000001
1949.115068493151,0.06
1949.117808219178,0.71
1949.120547945206,0.75
1949.123287671233,0.05
1949.12602739726,0.08
1949.139726027397,0.28
1949.147945205479,0.23
1949.156164383562,0.11
1949.161643835616,0.0
1949.180821917808,0.0
1949.183561643836,0.6
1949.202739726027,0.05
1949.216438356164,0.15
1949.219178082192,0.79
1949.230136986301,0.48
1949.241095890411,0.77
1949.243835616438,0.17
1949.246575342466,0.0
1949.26301369863,0.02
1949.282191780822,0.65
1949.284931506849,0.12
1949.290410958904,0.41
1949.293150684932,0.14
1949.304109589041,0.15
1949.312328767123,0.04
1949.315068493151,0.46
1949.328767123288,0.9400000000000001
1949.364383561644,0.01
1949.367123287671,0.15
1949.375342465753,0.74
1949.378082191781,1.19
1949.380821917808,0.02
1949.383561643836,0.1
1949.386301369863,0.39
1949.38904109589,0.03
1949.391780821918,0.03
1949.394520547945,0.05
1949.413698630137,0.0
1949.446575342466,0.35
1949.449315068493,0.26
1949.452054794521,0.6900000000000001
1949.468493150685,0.25
1949.479452054795,0.23
1949.495890410959,0.0
1949.506849315068,1.12
1949.509589041096,0.33
1949.515068493151,0.05
1949.517808219178,0.3
1949.547945205479,0.03
1949.550684931507,0.45
1949.553424657534,0.27
1949.564383561644,0.35
1949.580821917808,1.2
1949.583561643836,0.07000000000000001
1949.597260273973,0.71
1949.6,0.06
1949.608219178082,0.26
1949.652054794521,0.18
1949.654794520548,0.59
1949.660273972603,0.21
1949.66301369863,0.08
1949.665753424658,0.0
1949.67397260274,0.77
1949.682191780822,0.07000000000000001
1949.695890410959,0.1
1949.698630136986,0.45
1949.712328767123,2.62
1949.739726027397,0.21
1949.747945205479,0.0
1949.750684931507,0.05
1949.753424657534,0.44
1949.756164383562,0.06
1949.761643835616,1.15
1949.772602739726,0.53
1949.775342465754,0.25
1949.8,0.16
1949.802739726027,0.23
1949.832876712329,0.0
1949.835616438356,0.31
1949.838356164384,0.04
1949.86301369863,0.65
1949.865753424657,0.17
1949.87397260274,0.07000000000000001
1949.876712328767,0.06
1949.879452054794,0.05
1949.887671232877,0.35
1949.895890410959,0.41
1949.898630136986,0.02
1949.915068493151,0.13
1949.920547945205,0.18
1949.928767123288,0.09
1949.939726027397,0.05
1949.942465753425,1.25
1949.958904109589,0.13
1949.961643835617,0.22
1949.967123287671,0.59
1949.969863013699,2.63
1949.972602739726,0.18
1949.983561643836,0.25
1949.986301369863,0.02
1949.997260273973,0.06
1950.0,0.02
1950.002739726027,0.21
1950.005479452055,0.42
1950.008219178082,0.25
1950.019178082192,0.07000000000000001
1950.021917808219,0.04
1950.024657534247,0.22
1950.030136986301,0.03
1950.032876712329,1.42
1950.038356164383,0.37
1950.060273972603,0.25
1950.06301369863,0.5
1950.065753424657,0.75
1950.076712328767,0.03
1950.079452054795,0.07000000000000001
1950.082191780822,0.03
1950.084931506849,0.0
1950.104109589041,0.33
1950.106849315069,0.05
1950.115068493151,0.0
1950.123287671233,1.66
1950.131506849315,0.1
1950.139726027397,0.09
1950.142465753425,0.18
1950.145205479452,0.13
1950.147945205479,0.26
1950.150684931507,0.0
1950.158904109589,0.0
1950.161643835616,0.0
1950.178082191781,0.22
1950.186301369863,0.09
1950.18904109589,0.18
1950.191780821918,0.01
1950.202739726027,0.05
1950.205479452055,0.25
1950.216438356164,0.02
1950.219178082192,0.23
1950.221917808219,0.03
1950.224657534246,0.03
1950.227397260274,0.02
1950.230136986301,1.12
1950.232876712329,0.13
1950.235616438356,0.05
1950.238356164384,0.01
1950.243835616438,0.25
1950.246575342466,0.14
1950.249315068493,0.22
1950.252054794521,1.24
1950.254794520548,0.28
1950.257534246575,0.11
1950.268493150685,0.49
1950.271232876712,0.54
1950.293150684932,0.05
1950.295890410959,0.13
1950.304109589041,0.13
1950.306849315069,0.4
1950.309589041096,1.02
1950.312328767123,0.59
1950.315068493151,0.14
1950.317808219178,0.25
1950.323287671233,0.04
1950.32602739726,0.05
1950.328767123288,0.0
1950.350684931507,0.19
1950.383561643836,0.34
1950.394520547945,0.9
1950.413698630137,0.0
